Time Elapsed/s,Agent Population,Food Population
1162.0,23,14
1163.0,23,15
1164.0,23,14
1165.0,23,13
1166.0,22,13
1167.0,22,13
1168.0,22,11
1169.0,22,13
1170.0,22,13
1171.0,22,12
1172.0,22,12
1173.0,20,13
1174.0,20,14
1175.0,20,14
1176.0,21,14
1177.0,21,14
1178.0,21,14
1179.0,21,14
1180.0,21,15
1181.0,21,15
1182.0,21,15
1183.0,21,16
1184.0,21,16
1185.0,22,17
1186.0,22,17
1187.0,22,16
1188.0,22,15
1189.0,22,15
1190.0,22,16
1191.0,22,16
1192.0,22,16
1193.0,22,16
1194.0,22,16
1195.0,22,15
1196.0,22,16
1197.0,22,18
1198.0,22,19
1199.0,22,19
1200.0,22,19
1201.0,22,19
1202.0,22,19
1203.0,21,18
1204.0,21,18
1205.0,21,18
1206.0,21,17
1207.0,21,18
1208.0,21,18
1209.0,21,18
1210.0,21,18
1211.0,21,19
1212.0,21,19
1213.0,21,19
1214.0,21,19
1215.0,21,17
1216.0,21,17
1217.0,21,17
1218.0,22,15
1219.0,22,15
1220.0,23,13
1221.0,23,14
1222.0,24,13
1223.0,24,13
1224.0,24,12
1225.0,23,11
1226.0,23,13
1227.0,23,12
1228.0,23,12
1229.0,23,12
1230.0,23,12
1231.0,22,12
1232.0,21,12
1233.0,21,13
1234.0,21,14
1235.0,21,15
1236.0,21,13
1237.0,21,12
1238.0,21,13
1239.0,21,13
1240.0,21,12
1241.0,21,12
1242.0,21,12
1243.0,21,12
1244.0,21,13
1245.0,21,13
1246.0,21,13
1247.0,21,13
1248.0,21,14
1249.0,20,14
1250.0,19,14
1251.0,19,15
1252.0,19,15
1253.0,19,15
1254.0,19,15
1255.0,19,16
1256.0,19,17
1257.0,19,17
1258.0,19,19
1259.0,19,19
1260.0,19,19
1261.0,19,20
1262.0,19,20
1263.0,19,20
1264.0,19,21
1265.0,18,21
1266.0,18,21
1267.0,18,21
1268.0,18,22
1269.0,18,22
1270.0,18,22
1271.0,18,23
1272.0,18,24
1273.0,18,25
1274.0,18,25
1275.0,18,26
1276.0,18,26
1277.0,18,26
1278.0,18,27
